stemmed_tokens,clean_sangat
"['tempat', 'cukup', 'nyaman', 'inap', 'sarap', 'cukup', 'variatif']",['nyaman']
"['hotel', 'nyaman', 'fasilitas', 'lengkap', 'layan', 'ramah', 'jarak', 'pusat', 'wisata', 'lumayan', 'jauh', 'lebih']","['nyaman', 'ramah']"
"['pertama', 'malam', 'kamar', 'tidur', 'nyaman', 'buat', 'tidur', 'nyenyak', 'banget']",['nyaman']
"['baru', 'inap', 'hotel', 'sangat', 'alam', 'makan', 'siang', 'restoran', 'hotel', 'makan', 'saji', 'sangat', 'variasi']",[]
"['sarap', 'luar', 'biasa', 'lena']",[]
"['layan', 'kopi', 'makan', 'berat', 'aneka', 'masakan', 'tempat', 'duduk', 'rapi', 'saji', 'jumpa']",[]
"['sarap', 'tarik', 'restoran', 'bersih', 'layan', 'muas', 'layan', 'tania', 'sangat', 'baik', 'bagus']","['bersih', 'baik', 'bagus']"
"['lena', 'layan', 'sarap', 'keren']",['keren']
"['senang', 'ramah']","['senang', 'ramah']"
"['sekian', 'kali', 'kunjung', 'mulai', 'makin', 'terima', 'kasih', 'fitri', 'serta', 'serta', 'banyak', 'bantu', 'awal', 'meski', 'kunjung', 'kali']",['meski']
"['ning', 'alam', 'pertama', 'senang']","['ning', 'senang']"
"['alam', 'muas', 'inap', 'hotel', 'kamar', 'bersih', 'nyaman', 'makan', 'enak', 'layan', 'ramah', 'cekat', 'sangat', 'saran', 'inap', 'sini', 'libur', 'terima', 'hotel']","['bersih', 'nyaman', 'enak', 'ramah', 'cekat']"
[],[]
"['layan', 'semua', 'ramah', 'baik', 'makan', 'ragu', 'semua', 'menu', 'enak', 'bersih', 'jaga', 'hotel', 'pilih', 'libur']","['ramah', 'baik', 'enak', 'bersih']"
"['momen', 'dapat', 'alam', 'seru', 'inap', 'hotel', 'layan', 'luar', 'biasa', 'bangat', 'semua', 'baik', 'banget', 'satu']","['momen', 'bangat', 'baik']"
"['cukup', 'puas', 'menu', 'layan', 'ramah', 'sangat', 'murah', 'senyum', 'baik', 'layan']","['puas', 'ramah', 'baik']"
"['jauh', 'hari', 'langsung', 'tanggal', 'buat', 'tempat', 'duduk', 'bawa', 'banyak', 'orang', 'sama', 'staf', 'hari', 'acara', 'tiba', 'tempat', 'duduk', 'pakat']",['pakat']
"['kamar', 'nyaman', 'fasilitas', 'bagus', 'sarap', 'enak']","['nyaman', 'bagus', 'enak']"
"['inap', 'anak', 'tahun', 'kamar', 'kena', 'paku', 'payung', 'seperti', 'salah', 'satu', 'kursi', 'kamar', 'kurang']","['paku', 'payung']"
"['lift', 'operasi', 'long', 'bobrok', 'banget', 'siap', 'mateng', 'sangat', 'long', 'bayar', 'mahal', 'cuman', 'buat', 'lift', 'kelas']","['operasi', 'bobrok']"
"['pilih', 'menu', 'sangat', 'ramah', 'nama', 'layan', 'baik', 'sepenuh', 'hati', 'sukses', 'selalu']","['ramah', 'baik', 'sepenuh', 'hati']"
"['pertama', 'kali', 'sini', 'layan', 'sangat', 'ramah', 'sangat', 'ramah', 'layan']","['ramah', 'ramah']"
"['makan', 'sarap', 'enak', 'enak', 'lengkap', 'segala', 'bagus', 'tepat', 'waktu', 'terima', 'tamu', 'pokok']","['enak', 'enak', 'bagus']"
"['layan', 'ramah', 'acara', 'rapat', 'evaluasi', 'kabupaten', 'hotel', 'luas', 'toilet', 'bersih', 'luas', 'unik', 'lift', 'akses', 'lantai', 'jadi', 'sempat', 'bingung', 'cari', 'kata', 'lantai']","['ramah', 'evaluasi', 'kabupaten', 'bersih']"
"['suasana', 'enak', 'nyaman', 'suka', 'menu', 'sarap', 'variatif', 'sama', 'jajan', 'khas', 'jamu']","['enak', 'nyaman']"
"['alhamdulillah', 'sempat', 'inap', 'hotel', 'sangat', 'nyaman', 'tempat', 'strategis', 'menu', 'cukup', 'lengkap', 'kamar', 'nyaman', 'staf', 'ramah']","['nyaman', 'nyaman', 'ramah']"
"['makan', 'enak', 'lidah', 'orang', 'lokal', 'servis', 'waktu', 'malah', 'sedia', 'wadah', 'tutup', 'acara', 'semua', 'segera', 'istirahat', 'istimewa']","['enak', 'wadah', 'istirahat']"
"['ikut', 'buah', 'acara', 'pulang', 'malam', 'parkir', 'jalan', 'tuju', 'pintu', 'keluar', 'gelap', 'parkir', 'bayar', 'mahal', 'depan', 'pintu', 'masuk', 'bantu', 'pintu', 'keluar', 'padahal', 'lalu', 'lintas', 'padat', 'beda', 'lewat', 'hotel', 'belah']",['padat']
"['makan', 'variasi', 'rasa', 'jamu', 'khas', 'enak', 'ruang', 'bersih', 'paling', 'bagi', 'dekat', 'pintu', 'rusak']","['enak', 'bersih', 'rusak']"
"['makan', 'layan', 'hotel', 'bagus', 'moga', 'hotel']",['bagus']
"['enak', 'kamar', 'kurang', 'bersih', 'sering', 'sekali', 'inap', 'bandung', 'sangat', 'luar', 'biasa', 'bersih']","['enak', 'bersih', 'bandung', 'bersih']"
"['kamar', 'layan', 'lokasi', 'menu', 'makan', 'cocok', 'orang', 'mbak', 'lena', 'ramah', 'banget', 'bantu', 'teman']",['ramah']
"['sarap', 'menu', 'variasi', 'sangat', 'baik', 'tamu', 'alangkah', 'baik', 'sofa', 'sedia', 'sisa', 'baru']","['baik', 'alangkah', 'baik']"
"['layan', 'makan', 'siang']",[]
"['selalu', 'inap', 'layan', 'baik', 'ramah', 'utama', 'sarap', 'kamar', 'bersih', 'lokasi', 'strategis']","['baik', 'ramah', 'bersih']"
"['turut', 'hotel', 'emang', 'kualitas', 'banget', 'padan', 'harga', 'layan', 'ramah', 'banget', 'makan', 'saji', 'sangat', 'unik', 'enak', 'aneka', 'ragam', 'banget', 'buat']","['turut', 'emang', 'padan', 'ramah', 'enak']"
"['tempat', 'strategis', 'jauh', 'bandara', 'kamar', 'bersih', 'nyaman', 'segi', 'hidang', 'enak', 'layan', 'ramah', 'harmonis', 'layak', 'coba']","['bersih', 'nyaman', 'enak', 'ramah', 'harmonis']"
"['senang', 'semua', 'layan', 'baik', 'kamar', 'banyak', 'atas', 'layan']","['senang', 'baik']"
"['sini', 'amanah', 'umum', 'hotel', 'nyaman', 'layan', 'baik', 'ramah', 'banget', 'pokok', 'banget', 'buat', 'libur', 'keluarga', 'sini', 'banget']","['amanah', 'nyaman', 'baik', 'ramah']"
"['bersih', 'menu', 'lengkap', 'kolam', 'renang', 'nyaman', 'layan', 'ramah']","['bersih', 'nyaman', 'ramah']"
"['sangat', 'muas', 'sekali', 'layan', 'khusus', 'makan', 'lengkap']",[]
"['layan', 'sangat', 'muas', 'nyaman', 'suasana', 'adem', 'enak', 'buat', 'kumpul', 'bareng', 'keluarga', 'makan', 'sangat', 'enak', 'mantap', 'banyak', 'bagai', 'makan']","['nyaman', 'enak', 'kumpul', 'enak']"
"['makan', 'enak', 'kamar', 'bersih', 'nyaman', 'suka', 'banget', 'hotel']","['enak', 'bersih', 'nyaman']"
"['hotel', 'bagus', 'kamar', 'lokasi', 'makan', 'sarap', 'dekat', 'banyak', 'makan']",['bagus']
"['tempat', 'nyaman', 'fasilitas', 'lengkap']",['nyaman']
"['layan', 'sangat', 'bagus', 'kamar', 'bersih', 'makan', 'banyak', 'varian']","['bagus', 'bersih']"
"['makan', 'enak', 'lokasi', 'bersih', 'layan', 'sangat', 'bantu', 'bantu', 'lena']","['enak', 'bersih']"
"['kamar', 'nyaman', 'lokasi', 'pinggir', 'jalan', 'akses', 'mudah', 'menu', 'makan', 'variatif', 'selalu', 'selalu', 'duduk', 'layan', 'cepat', 'responsif', 'fasilitas', 'sayang', 'kolam', 'renang', 'kurang', 'nyaman', 'semua', 'lift', 'fungsi', 'tunggu']","['nyaman', 'responsif', 'nyaman']"
"['sarap', 'enak', 'makan', 'selalu', 'hangat', 'bagai', 'macam', 'pilih', 'sangat', 'bantu']",['enak']
"['layan', 'prima', 'layan', 'ramah', 'makan', 'bersih', 'kalo', 'banget', 'hotel', 'baik', 'bisnis', 'maupun']","['ramah', 'bersih', 'baik']"
"['layan', 'baik', 'sopan', 'tempat', 'nyaman', 'buat', 'inap', 'sini', 'layan']","['baik', 'nyaman']"
"['iftar', 'hotel', 'banget', 'layan', 'bagus', 'ramah', 'makan', 'enak', 'variatif']","['bagus', 'ramah', 'enak']"
"['alam', 'inap', 'lengkap', 'kamar', 'nyaman', 'lokasi', 'hotel', 'tengah', 'kota', 'mudah', 'akses', 'lokasi']",['nyaman']
"['layan', 'super', 'ramah', 'baik', 'makan', 'enak', 'macam', 'macam', 'suka', 'layan', 'kalo', 'bakal', 'mampir']","['ramah', 'baik', 'enak']"
"['posisi', 'strategis', 'dekat', 'hotel', 'halte']",['halte']
"['sarap', 'enak', 'banget', 'menu', 'agam', 'ramah', 'bantu', 'banget', 'sama', 'mbak', 'lena']","['enak', 'ramah']"
"['sangat', 'nyaman', 'tempat', 'ramah', 'layan']","['nyaman', 'ramah']"
"['layan', 'bagus', 'fasilitas', 'pokok']",['bagus']
"['layak', 'senang', 'malam', 'sama', 'keluarga', 'sini']",['senang']
"['hotel', 'layan', 'bagus', 'sangat', 'baik', 'semua', 'staf', 'sarap', 'enak', 'variasi', 'kamar', 'bersih', 'beberapa', 'bagi', 'perlu', 'baik', 'terang', 'redup', 'lebih', 'tingkat', 'umum', 'hotel', 'luar', 'biasa', 'strategis', 'nyaman', 'terima', 'kasih', 'luar', 'biasa']","['bagus', 'baik', 'enak', 'bersih', 'baik', 'redup', 'nyaman']"
"['inap', 'lokasi', 'strategis', 'kamar', 'tamu', 'luas', 'banding', 'hotel', 'bintang', 'jenis', 'meski', 'perlu', 'remaja', 'kesan', 'lihat', 'staf', 'hotel', 'ramah', 'mulai', 'front', 'tugas', 'restoran', 'hingga']","['meski', 'remaja', 'ramah']"
"['lain', 'bagus', 'bagus', 'sangat', 'kamar', 'interior', 'layan', 'super', 'bagus', 'makan', 'enak', 'enak', 'sedikit', 'lama']","['bagus', 'bagus', 'bagus', 'enak', 'enak']"
"['mulai', 'layan']",[]
"['kurang', 'baik', 'layan', 'dini', 'hari', 'bawa', 'semua', 'barang', 'sendiri', 'satpam', 'panas', 'baru', 'panas', 'biar', 'alir', 'lama']","['baik', 'dini']"
"['layan', 'luar', 'biasa', 'staf', 'ramah', 'profesional', 'kamar', 'bersih', 'mewah', 'super', 'nyaman', 'fasilitas', 'lengkap', 'kolam', 'renang', 'sarap', 'semua', 'lokasi', 'strategis', 'suasana', 'tenang', 'alam', 'inap', 'muas']","['ramah', 'bersih', 'nyaman']"
"['hotel', 'nyaman', 'layan', 'sangat', 'baik', 'kamar', 'bagus', 'bersih', 'wangi', 'makan', 'sedia', 'sangat', 'enak']","['nyaman', 'baik', 'bagus', 'bersih', 'wangi', 'enak']"
"['kalau', 'sering', 'inap', 'sini', 'makan', 'enak', 'layan', 'ramah', 'nyaman']","['enak', 'ramah', 'nyaman']"
"['tempat', 'tidur', 'bikin', 'gatal', 'kamar', 'luas', 'kulkas', 'dingin', 'dingin', 'lokasi', 'enak', 'tengah', 'kota']",['enak']
"['layan', 'ramah', 'makan', 'enak', 'sedia', 'dingin', 'ruang', 'kontrol', 'suhu', 'dingin', 'banget']","['ramah', 'enak', 'kontrol']"
"['enak', 'sekali', 'minum', 'komplit', 'rasa', 'enak', 'sekali', 'bagus', 'bantu', 'lena']","['enak', 'enak', 'bagus']"
"['makan', 'ikan', 'tepung', 'keras', 'minum', 'sedia', 'kopi', 'buah', 'melon', 'manis', 'lain', 'bagus', 'enak', 'layan', 'bagus', 'ramah']","['melon', 'bagus', 'enak', 'bagus', 'ramah']"
"['sarap', 'pagi', 'sangat', 'enak', 'muas']",['enak']
"['suasana', 'ruang', 'kamar', 'suram', 'pintu', 'kamar', 'mandi', 'rusak', 'tutup', 'rapat', 'miris', 'kelas', 'hotel', 'bintang', 'lima', 'cocok', 'hotel', 'bintang', 'tiga', 'sangat', 'kecewa']","['suram', 'rusak', 'miris', 'kecewa']"
"['makan', 'enak', 'sekali', 'daging', 'layan', 'pokok', 'mantap']",['enak']
"['layan', 'restoran', 'ramah', 'makan', 'saji']",['ramah']
"['makan', 'enak', 'tempat', 'nyaman', 'layan']","['enak', 'nyaman']"
"['bersih', 'ramah', 'ramah', 'senyum']","['bersih', 'ramah', 'ramah']"
"['makan', 'enak', 'ragam', 'variasi', 'banyak', 'macam', 'pilih']",['enak']
"['makan', 'enak', 'semua', 'kamar', 'bersih', 'layan', 'mbak', 'ramah']","['enak', 'bersih', 'ramah']"
"['ning', 'enak', 'sangat', 'buat', 'kamar', 'nasi', 'goreng', 'ayam', 'bawang', 'putih', 'kurang', 'bubur', 'mutiara', 'manis', 'bikin', 'jadi', 'dingin', 'terus', 'tinggal', 'bikin', 'baru']","['ning', 'enak', 'bawang', 'mutiara']"
"['tempat', 'strategis', 'kota', 'layan', 'bagus', 'sekali', 'bantu', 'lena']",['bagus']
"['bangun', 'bersih', 'kamar', 'bersih', 'enak', 'bagus', 'latar', 'serasa', 'candi']","['bersih', 'bersih', 'enak', 'bagus', 'latar']"
"['kamar', 'sangat', 'bersih', 'fasilitas', 'lengkap']",['bersih']
"['hingga', 'koridor', 'kamar', 'sangat', 'wangi', 'sangat', 'ramah', 'ringan', 'tangan', 'bantu', 'lokasi', 'hotel', 'cukup', 'strategis', 'terlalu', 'jauh', 'pusat', 'kota', 'rasa', 'makan', 'sarap', 'sangat', 'cocok', 'lidah', 'variasi', 'sangat', 'banyak']","['wangi', 'ramah']"
"['layan', 'ramah', 'senang', 'kakak', 'moga', 'terima']","['ramah', 'senang', 'kakak']"
"['kamar', 'menu', 'makan', 'semua', 'sangat', 'muas', 'banyak', 'pilih', 'menu', 'makan']",[]
"['layan', 'makna']",['makna']
"['bagi', 'beberapa', 'gelas', 'bekas', 'lipstik', 'amis', 'makan', 'tunggu', 'lama', 'mungkin', 'depan', 'lebih', 'tamu', 'tunggu', 'lama', 'makan']","['lipstik', 'amis']"
"['menu', 'sarap', 'saji', 'bagus', 'lokasi', 'sarap', 'bagus', 'lihat', 'gunung', 'rapi', 'bersih', 'area', 'sarap', 'bagus', 'layan', 'bagus']","['bagus', 'bagus', 'bersih', 'bagus', 'bagus']"
"['awal', 'inap', 'malam', 'malam', 'kurang', 'muas', 'main', 'beberapa', 'hangat', 'panas', 'coba', 'keras', 'gigit', 'antre', 'cukup', 'lama']","['main', 'gigit', 'antre']"
"['sewu', 'sangat', 'nyaman', 'mudah', 'akses', 'makan', 'sangat', 'enak', 'ayam', 'enak', 'banget', 'teler', 'enak', 'ramah', 'sopan']","['sewu', 'nyaman', 'enak', 'enak', 'teler', 'enak', 'ramah']"
"['hotel', 'mudah', 'jangkau', 'stasiun', 'bersih', 'harum', 'staf', 'semua', 'ramah', 'makan', 'variatif', 'enak', 'sayang', 'cuma', 'biasa', 'masalah']","['bersih', 'harum', 'ramah', 'enak']"
"['kamar', 'nyaman', 'perhati', 'segi', 'fasilitas', 'toilet', 'lebih', 'sangat', 'muas']",['nyaman']
"['layan', 'mbak', 'baik', 'ramah', 'makan', 'enak', 'ramah', 'lidah', 'suasana', 'nyaman', 'poko']","['baik', 'ramah', 'enak', 'ramah', 'nyaman']"
"['kamar', 'nyaman', 'layan', 'ramah', 'lokasi', 'cukup']","['nyaman', 'ramah']"
"['kamar', 'nyaman', 'layan', 'ramah', 'hotel', 'bersih', 'rapi', 'sempat', 'minta', 'sarap', 'bawa', 'jalan', 'nasi', 'goreng', 'kotak', 'minum', 'bawa', 'moga', 'kali', 'lebih', 'cermat']","['nyaman', 'ramah', 'bersih', 'kotak', 'cermat']"
"['sarap', 'enak']",['enak']
"['hotel', 'sangat', 'senang', 'dekat', 'pusat', 'kota', 'kamar', 'bersih', 'saji', 'restoran', 'enak', 'menu', 'variasi']","['senang', 'bersih', 'enak']"
"['hotel', 'terlalu', 'baik', 'masa', 'kamar', 'nomer', 'orang', 'komplain', 'resepsionis', 'liat', 'bingung', 'lalu', 'lift', 'sering', 'eror', 'tombol', 'lantai', 'malah', 'lantai', 'masa', 'hotel', 'bintang', 'layan']","['baik', 'nomer', 'eror', 'tombol']"
"['variatif', 'menu', 'banyak', 'enak', 'kamar', 'enak', 'rame']","['enak', 'enak']"
"['bersih', 'hotel', 'sangat', 'bersih', 'layan', 'sangat', 'muas', 'sarap', 'mewah', 'nikmat', 'tambah', 'buat', 'rokok']","['bersih', 'bersih']"
"['tempat', 'enak', 'kedap', 'suara', 'berisik', 'kalo', 'teriak', 'luar']","['enak', 'kedap', 'berisik', 'teriak']"
"['ikan', 'enak', 'suasana', 'nyaman']","['enak', 'nyaman']"
"['hotel', 'bagus', 'karyawan', 'ramah', 'lokasi', 'tengah', 'kota', 'jadi', 'mudah', 'kalau', 'cari', 'lokasi', 'wisata', 'kamar', 'mewah', 'kurang', 'untung', 'dapat', 'kamar', 'dengung', 'over']","['bagus', 'ramah', 'untung', 'dengung', 'over']"
"['sarap', 'pagi', 'enak', 'layan', 'ramah', 'kamar', 'nyaman', 'iftar', 'terlalu', 'beberapa', 'sibuk', 'cuma']","['enak', 'ramah', 'nyaman']"
"['kecewa', 'bela', 'datang', 'langsung', 'belum', 'tempat', 'buat', 'konfirmasi', 'tempat', 'pesan', 'kasih', 'rombong', 'kasih', 'tempat', 'pojok', 'sempit', 'banget', 'banget']","['kecewa', 'bela']"
"['tempat', 'keren', 'suasana', 'bagus', 'hias', 'dinding', 'buat', 'suasana', 'bikin', 'adem', 'layan', 'baik', 'sekali', 'kerja', 'sangat', 'ramah', 'makan', 'enak']","['keren', 'bagus', 'baik', 'ramah', 'enak']"
"['layan', 'kamar', 'luar', 'biasa', 'sukses']",[]
"['makan', 'enak', 'pilih', 'banyak']",['enak']
"['kamar', 'bersih', 'sarap', 'cukup', 'enak', 'banyak', 'varian', 'lokasi', 'strategis']","['bersih', 'enak']"
"['fasilitas', 'enak', 'makan', 'enak', 'nyaman']","['enak', 'enak', 'nyaman']"
"['baru', 'pertama', 'kali', 'sini', 'bikin', 'nyaman', 'sama', 'fasilitas', 'bersih', 'layan', 'bakal', 'keluarga', 'buat', 'hotel']","['nyaman', 'bersih']"
"['sangat', 'muas', 'layan', 'mbak', 'lezat']",['lezat']
"['hotel', 'mewah', 'bersih', 'layan', 'bagus', 'balik', 'mantap']","['bersih', 'bagus']"
"['banyak', 'menu', 'sarap', 'layan', 'cerita']",['cerita']
"['semua', 'menu', 'enak', 'layan', 'sangat', 'ramah', 'mbak']","['enak', 'ramah']"
"['hotel', 'bintang', 'hadir', 'alam', 'inap', 'elegan', 'sentuh', 'budaya', 'desain', 'interior', 'lokasi', 'strategis', 'kawasan', 'hotel', 'dekat', 'pusat', 'kota', 'area']","['hadir', 'sentuh']"
"['kamar', 'kamar', 'rokok', 'sama', 'sekali', 'bersih', 'dingin']",['bersih']
"['datang', 'data', 'lengkap', 'suruh', 'kata', 'kamar', 'bersih', 'heran', 'satu', 'kemudian', 'oper', 'hotel', 'kata', 'penuh', 'siap', 'terima', 'rombong', 'lebih', 'orang']","['bersih', 'heran', 'oper']"
"['hotel', 'nyaman', 'kamar', 'luas', 'bersih', 'makan', 'restoran', 'banyak', 'jenis', 'enak', 'terima', 'kasih']","['nyaman', 'bersih', 'enak']"
"['akhir', 'lalu', 'inap', 'hotel', 'rangka', 'dinas', 'detail']",[]
"['mulai', 'layan', 'ramah', 'profesional', 'hingga', 'suasana', 'nyaman', 'elegan', 'semua', 'sempurna', 'kamar', 'tempat', 'sangat', 'bersih', 'lengkap', 'fasilitas', 'lengkap', 'beri', 'nyaman', 'maksimal', 'lama']","['ramah', 'nyaman', 'sempurna', 'bersih', 'nyaman']"
"['tempat', 'strategis', 'interior', 'bagus', 'unsur', 'buat', 'tarik', 'kamar', 'nyaman', 'makan', 'enak', 'kalau']","['bagus', 'unsur', 'nyaman', 'enak']"
"['bubur', 'ayam', 'soto', 'kurang', 'garam', 'mungkin', 'suka', 'makan', 'asin', 'layan', 'sangat', 'baik', 'tahan', 'bila', 'perlu', 'tingkat', 'lebih', 'muas']","['garam', 'baik']"
"['letak', 'hotel', 'strategis', 'layan', 'bagus', 'kamar', 'nyaman']","['bagus', 'nyaman']"
"['hotel', 'bagus', 'layan', 'ramah', 'cocok']","['bagus', 'ramah']"
"['layan', 'lokasi', 'strategis', 'kamar', 'bersih']",['bersih']
"['layan', 'ramah', 'makan', 'enak', 'tempat', 'luas', 'bersih', 'nyaman']","['ramah', 'enak', 'bersih', 'nyaman']"
"['selamat', 'malam', 'hotel']",['selamat']
"['layan', 'cukup', 'bagus', 'aman', 'sangat', 'kurang', 'jadi', 'insiden', 'helm', 'hilang', 'kurang', 'maksimal', 'aman', 'lebih', 'jaga', 'kena', 'nyaman', 'aman', 'kurang', 'buat', 'unjung', 'hotel', 'jadi']","['bagus', 'insiden', 'helm', 'nyaman']"
"['bersih', 'menu', 'agam', 'menu', 'hampir', 'selalu', 'jarang', 'temu', 'hotel']",['bersih']
"['buah', 'hotel', 'sangat', 'strategis', 'pusat', 'kota', 'kawasan', 'fasilitas', 'keren', 'layan', 'sangat', 'baik', 'makan', 'sedap', 'jadi', 'tagih', 'kalo', 'urus', 'kepingin', 'sini']","['keren', 'baik', 'tagih', 'urus', 'kepingin']"
"['inap', 'hari', 'malam', 'layan', 'bagus', 'banget', 'hingga', 'fasilitas', 'lengkap', 'kolam', 'renang', 'menu', 'sarap', 'sangat', 'variasi', 'rasa', 'sangat']",['bagus']
"['jadi', 'salah', 'satu', 'hotel', 'buat', 'nyaman', 'sangat', 'sini', 'lengkap']",['nyaman']
"['waktu', 'layan', 'ikan', 'rekomendasi', 'beberapa', 'wisata', 'layan', 'sangat', 'bagus', 'ramah']","['bagus', 'ramah']"
"['sandang', 'hotel', 'bintang', 'rasa', 'bintang', 'kamar', 'beton', 'perabot', 'kuno', 'minta', 'lantai', 'atas', 'kamar', 'kasi', 'beton', 'sarap', 'banding', 'gram']","['sandang', 'perabot', 'kuno', 'kasi', 'gram']"
"['sarap', 'enak', 'sangat', 'puas', 'lengkap', 'layan', 'mbak', 'lena', 'baik']","['enak', 'puas', 'baik']"
"['makan', 'enak', 'tempat', 'waktu', 'pernah']",['enak']
"['layan', 'baik', 'sekali']",['baik']
"['lokasi', 'hotel', 'strategis', 'layan', 'ramah', 'kamar', 'nyaman']","['ramah', 'nyaman']"
"['wajib', 'balik', 'sini', 'makan', 'enak', 'layan', 'ramah']","['enak', 'ramah']"
"['layan', 'sangan', 'bagus', 'sarap', 'makan']","['sangan', 'bagus']"
"['enak', 'cocok', 'buat', 'makan', 'enak', 'selalu', 'masa', 'waktu', 'panjang', 'jadi', 'puas', 'kalau', 'lama']","['enak', 'enak', 'puas']"
"['senang', 'sekali', 'matur', 'cantik', 'ramah']","['senang', 'matur', 'cantik', 'ramah']"
"['acara', 'jadi', 'paham', 'kamar', 'layan', 'bagus', 'makan', 'standar']","['paham', 'bagus']"
"['resepsionis', 'ramah', 'layan', 'bagus', 'sini']","['ramah', 'bagus']"
"['enak', 'layan', 'baik', 'mbak', 'lena']","['enak', 'baik']"
"['layan', 'baik', 'karyawan', 'hotel', 'ramah', 'makan', 'enak', 'lengkap', 'banyak', 'menu']","['baik', 'ramah', 'enak']"
"['layan', 'ramah', 'nyaman', 'makan', 'enak', 'bagus', 'pokok']","['ramah', 'nyaman', 'enak', 'bagus']"
"['fasilitas', 'kamar', 'nyaman', 'sarap', 'enak', 'hangat', 'layan', 'baik', 'ramah', 'terima', 'kasih']","['nyaman', 'enak', 'baik', 'ramah']"
"['sini', 'hotel', 'semua', 'kaget']",[]
"['nyaman', 'layan', 'muas']",['nyaman']
"['tempat', 'sangat', 'luas', 'nyaman', 'bersih', 'layan', 'kamar', 'sangat', 'nyaman', 'buat', 'istirahat']","['nyaman', 'bersih', 'nyaman', 'istirahat']"
"['hotel', 'bagus', 'rapi', 'bersih', 'dekat', 'jalan', 'raya', 'layan', 'sangat', 'bagus', 'pokok']","['bagus', 'bersih', 'bagus']"
"['variasi', 'makan', 'banyak', 'rasa', 'enak', 'kamar', 'besar', 'bagus', 'dingin', 'layan']","['enak', 'bagus']"
"['bagus', 'kota', 'mana', 'banyak', 'kali', 'menu', 'suasana', 'hotel', 'nyaman', 'libur', 'lama', 'renang', 'keluarga', 'rame', 'tambah', 'kesan', 'mampir', 'pesan', 'sini']","['bagus', 'nyaman']"
"['makan', 'sangat', 'enak', 'sangat', 'puas', 'segala', 'hidang']","['enak', 'puas']"
"['lokasi', 'hotel', 'strategis', 'layan', 'baik', 'bagus', 'kamar', 'hotel', 'nyaman', 'menu', 'makan']","['baik', 'bagus', 'nyaman']"
"['layan', 'sangat', 'ramah', 'sarap', 'banyak', 'variasi', 'enak']","['ramah', 'enak']"
"['rupa', 'pertama', 'kali', 'inap', 'umum', 'lokasi', 'hotel', 'strategis', 'mudah', 'jangkau', 'kurang', 'lebih', 'menit', 'stasiun', 'kereta']",['rupa']
"['senang', 'lepas', 'lelah', 'nyaman', 'lalu']","['senang', 'lelah', 'nyaman']"
"['masuk', 'tuju', 'makan', 'sambut', 'baik', 'mbak', 'tania', 'sarap', 'favorit', 'jamu', 'bubur', 'ayam']",['baik']
"['makan', 'siang', 'hari', 'sangat', 'enak', 'muas', 'layan', 'ramah']","['enak', 'ramah']"
"['banyak', 'banget', 'varian', 'rasa', 'layan', 'baik', 'ramah']","['baik', 'ramah']"
"['inap', 'sangat', 'rekomendasi', 'banget', 'fasilitas', 'bersih', 'jaga', 'banget', 'sini']",['bersih']
"['kamar', 'nyaman']",['nyaman']
"['ramah', 'utama', 'neng', 'makan', 'enak']","['ramah', 'enak']"
"['nyaman', 'sangat', 'ramah']","['nyaman', 'ramah']"
"['menu', 'makan', 'enak', 'puding', 'bersih', 'wangi']","['enak', 'bersih', 'wangi']"
"['layan', 'ramah', 'terima', 'kasih']",['ramah']
"['hotel', 'nyaman', 'sini', 'terus', 'layan', 'selalu', 'senyum', 'sarap', 'enak']","['nyaman', 'enak']"
"['ramah', 'kemarin', 'tinggal', 'pihak', 'hotel', 'sangat', 'cepat', 'kooperatif', 'kirim', 'alamat', 'rumah', 'kota', 'banyak', 'utama', 'operator', 'sangat']","['ramah', 'kooperatif', 'alamat']"
"['kasur', 'enak', 'kamar', 'luas']",['enak']
"['hotel', 'super', 'nyaman', 'bersih', 'ramah']","['nyaman', 'bersih', 'ramah']"
"['layan', 'bantu', 'utama', 'sarap', 'bantu', 'lena', 'sini', 'banyak', 'menu', 'pilih', 'tradisional', 'modern', 'enak', 'cocok', 'lidah']",['enak']
"['alhamdulillah', 'alam', 'baru', 'inap', 'sini', 'terima', 'kasih', 'layan', 'ramah', 'santun', 'makan', 'masuk', 'lidah', 'kamar', 'lebar', 'nyaman']","['ramah', 'lebar', 'nyaman']"
"['mantap', 'layan', 'makan']",[]
"['muas', 'kamar', 'bersih', 'rapi', 'kecewa', 'menu', 'variatif']","['bersih', 'kecewa']"
"['sungguh', 'luar', 'biasa', 'nyaman', 'mewah', 'harga', 'jangkau', 'cocok', 'banget', 'kalo', 'libur', 'buat', 'sama', 'suami']",['nyaman']
"['ramah', 'selalu', 'sapa', 'senyum', 'sopan', 'kamar', 'bersih', 'nyaman', 'sekali', 'istirahat']","['ramah', 'bersih', 'nyaman', 'istirahat']"
"['bagus', 'sarap', 'enak', 'layan', 'staf']","['bagus', 'enak']"
"['alam', 'inap', 'hotel', 'senang', 'bareng', 'pasang', 'kamar', 'bersih', 'luas', 'bantal', 'selimut', 'wangi', 'kamar', 'mandi', 'bersih', 'hangat', 'sedia']","['senang', 'bersih', 'wangi', 'bersih']"
"['enak', 'ramah', 'staf', 'bantu', 'beri', 'sama', 'suami']","['enak', 'ramah']"
"['kamar', 'cukup', 'bersih', 'layan', 'bagus', 'makan', 'enak']","['bersih', 'bagus', 'enak']"
