normalized,filtered
"['pelayanan', 'ramah', 'dan', 'sopan', 'kamar', 'bersih', 'dan', 'nyaman', 'dengan', 'ammenities', 'yang', 'lengkap', 'variasi', 'menu', 'sarapan', 'beragam', 'terima', 'kasih']","['pelayanan', 'ramah', 'sopan', 'kamar', 'bersih', 'nyaman', 'ammenities', 'lengkap', 'variasi', 'menu', 'sarapan', 'beragam', 'terima', 'kasih']"
"['pelayanan', 'dana', 'makanannya', 'enak', 'dan', 'sesuai', 'dengan', 'ekspetasi', 'kita', 'ketika', 'memutuskan', 'untuk', 'menginap', 'dhotel', 'ini', 'pertahankan', 'service', 'dan', 'tingkatkan', 'lagi', 'biar', 'tambah', 'senang', 'konsumennya', 'trima', 'kasih']","['pelayanan', 'dana', 'makanannya', 'enak', 'sesuai', 'ekspetasi', 'memutuskan', 'menginap', 'dhotel', 'pertahankan', 'service', 'tingkatkan', 'biar', 'tambah', 'senang', 'konsumennya', 'trima', 'kasih']"
"['hotel', 'bagus', 'kamar', 'bagus', 'tapi', 'tidak', 'punya', 'lahan', 'parkir', 'gabung', 'dengan', 'parkir', 'hotel', 'ibis', 'area', 'parkir', 'mobilnya', 'di', 'basement', 'hotel', 'ibis', 'sempit', 'sekali', 'slot', 'dan', 'tracknya', 'amburadul', 'sudut', 'kelok', 'tajam', 'satpam', 'penjaga', 'parkir', 'beberapa', 'hanya', 'gagah']","['hotel', 'bagus', 'kamar', 'bagus', 'punya', 'lahan', 'parkir', 'gabung', 'parkir', 'hotel', 'ibis', 'area', 'parkir', 'mobilnya', 'basement', 'hotel', 'ibis', 'sempit', 'sekali', 'slot', 'tracknya', 'amburadul', 'sudut', 'kelok', 'tajam', 'satpam', 'penjaga', 'parkir', 'beberapa', 'gagah']"
"['fasilitas', 'bintang', 'banget', 'kolam', 'renangnya', 'tracknya', 'lumayan', 'panjang', 'dan', 'dalem', 'gymnya', 'juga', 'bersih', 'lengkap', 'dan', 'bebannya', 'up', 'kg', 'lobbynya', 'juga', 'luas', 'dan', 'banyak', 'kursi', 'rekomend', 'banget', 'pokoknya', 'buat', 'healing', 'parkir', 'juga', 'luas']","['fasilitas', 'bintang', 'banget', 'kolam', 'renangnya', 'tracknya', 'lumayan', 'panjang', 'dalem', 'gymnya', 'bersih', 'lengkap', 'bebannya', 'up', 'kg', 'lobbynya', 'luas', 'banyak', 'kursi', 'rekomend', 'banget', 'pokoknya', 'buat', 'healing', 'parkir', 'luas']"
"['lokasi', 'hotel', 'strategies', 'dekat', 'kemana', 'mana', 'service', 'dari', 'para', 'staf', 'memuaskan', 'salam', 'untuk', 'mba', 'thania', 'yang', 'menyapa', 'di', 'restoran', 'rekomendasi', 'tempat', 'wisatanya', 'mantap', 'lengkap', 'next', 'time', 'akan', 'kembali', 'lagi', 'kesini']","['lokasi', 'hotel', 'strategies', 'dekat', 'mana', 'service', 'staf', 'memuaskan', 'salam', 'mba', 'thania', 'menyapa', 'restoran', 'rekomendasi', 'tempat', 'wisatanya', 'mantap', 'lengkap', 'next', 'time', 'kesini']"
"['pertama', 'saat', 'datang', 'ke', 'hotel', 'lansung', 'di', 'sambut', 'untuk', 'membawakan', 'barang', 'barang', 'seperti', 'koper', 'dll', 'untuk', 'dibawakan', 'ke', 'kamar', 'tetapi', 'kami', 'mengorder', 'kamar', 'yang', 'ranjangnya', 'king', 'size', 'tetapi', 'yang', 'dikasih', 'malah', 'twin', 'bed', 'setelah', 'kita', 'mengkomplain']","['pertama', 'datang', 'hotel', 'lansung', 'sambut', 'membawakan', 'barang', 'barang', 'koper', 'dibawakan', 'kamar', 'mengorder', 'kamar', 'ranjangnya', 'king', 'size', 'dikasih', 'malah', 'twin', 'bed', 'mengkomplain']"
"['saya', 'menginap', 'tgl', 'januari', 'kesan', 'dihari', 'pertama', 'sudah', 'kecewa', 'saya', 'pesan', 'kamar', 'dengan', 'kasur', 'double', 'king', 'size', 'tapi', 'yang', 'dikasi', 'ternyata', 'kasur', 'twin']","['menginap', 'tgl', 'januari', 'kesan', 'dihari', 'pertama', 'kecewa', 'pesan', 'kamar', 'kasur', 'double', 'king', 'size', 'dikasi', 'ternyata', 'kasur', 'twin']"
"['untuk', 'makanannya', 'enak', 'enak', 'tempat', 'juga', 'kalau', 'malam', 'tambah', 'terasa', 'romantis']","['makanannya', 'enak', 'enak', 'tempat', 'kalau', 'malam', 'tambah', 'terasa', 'romantis']"
"['suasananya', 'tenang', 'makanannya', 'enak', 'dan', 'apa', 'di', 'lidah']","['suasananya', 'tenang', 'makanannya', 'enak', 'apa', 'lidah']"
"['pelayanan', 'restoran', 'bagus', 'dan', 'menjaga', 'kesehatan', 'keterampilan', 'pelayannya', 'mengesankan', 'dan', 'makanan', 'yang', 'enak', 'enak']","['pelayanan', 'restoran', 'bagus', 'menjaga', 'kesehatan', 'keterampilan', 'pelayannya', 'mengesankan', 'makanan', 'enak', 'enak']"
"['hari', 'pertama', 'datang', 'malam', 'hari', 'dalam', 'keadaan', 'capek', 'habis', 'perjalanan', 'naik', 'kereta', 'waktu', 'masuk', 'kamar', 'udaranya', 'udah', 'kerasa', 'tidak', 'enak', 'bikin', 'tenggorokan', 'sakit', 'karena', 'bersin', 'dan', 'batuk', 'terus', 'telpon', 'resepsionis', 'minta', 'tolong', 'pindah', 'kamar', 'tapi']","['hari', 'pertama', 'datang', 'malam', 'hari', 'keadaan', 'capek', 'habis', 'perjalanan', 'naik', 'kereta', 'waktu', 'masuk', 'kamar', 'udaranya', 'udah', 'kerasa', 'enak', 'bikin', 'tenggorokan', 'sakit', 'bersin', 'batuk', 'terus', 'telpon', 'resepsionis', 'minta', 'pindah', 'kamar']"
"['makanannya', 'enak', 'menunya', 'lengkap', 'mungkin', 'ditambah', 'lauk', 'yang', 'tidak', 'pedas', 'biar', 'variatif', 'terima', 'kasih']","['makanannya', 'enak', 'menunya', 'lengkap', 'mungkin', 'ditambah', 'lauk', 'pedas', 'biar', 'variatif', 'terima', 'kasih']"
"['karyawannya', 'ramah', 'ramah', 'kamarnya', 'nyaman', 'banget', 'dan', 'yang', 'paling', 'oke', 'sarapannya', 'enak', 'enak', 'the', 'best']","['karyawannya', 'ramah', 'ramah', 'kamarnya', 'nyaman', 'banget', 'paling', 'oke', 'sarapannya', 'enak', 'enak', 'the', 'best']"
"['overall', 'ok', 'hanya', 'beberapa', 'masukan', 'penambahan', 'lampu', 'terutama', 'di', 'meja', 'sehingga', 'memudahkan', 'untuk', 'membaca', 'atau', 'bekerja']","['overall', 'beberapa', 'masukan', 'penambahan', 'lampu', 'terutama', 'meja', 'memudahkan', 'membaca', 'bekerja']"
"['makanannya', 'enak', 'kamarnya', 'nyaman', 'ada', 'gulingnya', 'dan', 'dekat', 'kota', 'seneng', 'banget', 'sama', 'pelayanannya']","['makanannya', 'enak', 'kamarnya', 'nyaman', 'gulingnya', 'dekat', 'kota', 'seneng', 'banget', 'sama', 'pelayanannya']"
"['pelayanannya', 'sangat', 'baik', 'dan', 'ramah', 'ditambah', 'menu', 'sarapan', 'yang', 'lengkap', 'membuat', 'nikmat', 'rasanya', 'betah', 'tinggal', 'lama']","['pelayanannya', 'sangat', 'baik', 'ramah', 'ditambah', 'menu', 'sarapan', 'lengkap', 'membuat', 'nikmat', 'rasanya', 'betah', 'tinggal', 'lama']"
"['hotel', 'strategis', 'makanannya', 'enak', 'fasilitas', 'lengkap', 'dan', 'karyawan', 'hotel', 'sangat', 'responsif']","['hotel', 'strategis', 'makanannya', 'enak', 'fasilitas', 'lengkap', 'karyawan', 'hotel', 'sangat', 'responsif']"
"['pelayanan', 'sudah', 'baik', 'pada', 'resto', 'grand', 'mercure', 'pelayanan', 'sarapan', 'pagi', 'fried', 'fish', 'with', 'sour', 'sauce', 'oleh', 'kak', 'thania', 'terbaik']","['pelayanan', 'baik', 'resto', 'grand', 'mercure', 'pelayanan', 'sarapan', 'pagi', 'fried', 'fish', 'with', 'sour', 'sauce', 'kak', 'thania', 'terbaik']"
"['pelayan', 'cukup', 'baik', 'dan', 'breakfast', 'cukup', 'beragam', 'dan', 'cukup', 'enak']","['pelayan', 'cukup', 'baik', 'breakfast', 'cukup', 'beragam', 'cukup', 'enak']"
"['kamarnya', 'nyaman', 'pelayanan', 'bagus', 'makanannya', 'enak']","['kamarnya', 'nyaman', 'pelayanan', 'bagus', 'makanannya', 'enak']"
"['water', 'heater', 'lama', 'panas', 'access', 'pintu', 'tidak', 'tertutup', 'rapat', 'ada', 'fasilitas', 'keamanan', 'tidak', 'digunakan', 'sebaiknya', 'hilangkan', 'saja']","['water', 'heater', 'lama', 'panas', 'access', 'pintu', 'tertutup', 'rapat', 'fasilitas', 'keamanan', 'digunakan', 'sebaiknya', 'hilangkan']"
"['hotelnya', 'bersih', 'staff', 'ramah', 'kulkasnya', 'dingin', 'dan', 'beku', 'pas', 'sangat', 'untuk', 'simpan', 'makanan', 'kalau', 'ke', 'jogja', 'lagi', 'akan', 'nginap', 'disini', 'lagi', 'ukuran', 'kasurnya', 'yang', 'twin', 'sangat', 'besar', 'dibanding', 'hotel', 'lain']","['hotelnya', 'bersih', 'staff', 'ramah', 'kulkasnya', 'dingin', 'beku', 'pas', 'sangat', 'simpan', 'makanan', 'kalau', 'jogja', 'nginap', 'disini', 'ukuran', 'kasurnya', 'twin', 'sangat', 'besar', 'dibanding', 'hotel']"
"['memuaskan', 'bersih', 'ramah', 'makanan', 'lezat', 'terima', 'kasih', 'mbak', 'thania', 'ramah', 'sekali']","['memuaskan', 'bersih', 'ramah', 'makanan', 'lezat', 'terima', 'kasih', 'mbak', 'thania', 'ramah', 'sekali']"
"['menginap', 'disini', 'lumayan', 'puas', 'kelebihan', 'yang', 'saya', 'rasakan', 'antara', 'lain', 'pelayanan', 'baik', 'lokasi', 'di', 'jalan', 'utama', 'akses', 'mudah', 'parkiran', 'luas', 'breakfast', 'bervariasi', 'ada', 'juga', 'kolam', 'renang', 'yang', 'bagus', 'strategis', 'dekat', 'dengan', 'pusat', 'perbelanjaan']","['menginap', 'disini', 'lumayan', 'puas', 'kelebihan', 'rasakan', 'pelayanan', 'baik', 'lokasi', 'jalan', 'utama', 'akses', 'mudah', 'parkiran', 'luas', 'breakfast', 'bervariasi', 'kolam', 'renang', 'bagus', 'strategis', 'dekat', 'pusat', 'perbelanjaan']"
"['menginap', 'di', 'sini', 'dalam', 'rangka', 'acara', 'kantor', 'selama', 'malam', 'untuk', 'kelas', 'hotel', 'bintang', 'masih', 'kalah', 'jauh', 'dengan', 'hotel', 'bintang', 'di', 'area', 'lokasi', 'yang', 'sama']","['menginap', 'sini', 'rangka', 'acara', 'kantor', 'selama', 'malam', 'kelas', 'hotel', 'bintang', 'kalah', 'jauh', 'hotel', 'bintang', 'area', 'lokasi', 'sama']"
"['pelayanan', 'sangat', 'ramah', 'dan', 'profesional', 'pokoknya', 'well', 'inform', 'petugas', 'yang', 'incharge', 'sangat', 'membantu', 'sekali', 'dan', 'memuaskan']","['pelayanan', 'sangat', 'ramah', 'profesional', 'pokoknya', 'well', 'inform', 'petugas', 'incharge', 'sangat', 'membantu', 'sekali', 'memuaskan']"
"['meeting', 'hari', 'di', 'sini', 'ballroom', 'sangat', 'nyaman', 'dinginnya', 'juga', 'cukup', 'service', 'juga', 'cukup', 'tanggap', 'dalam', 'perubahan', 'lay', 'out', 'meeting', 'makanan', 'dan', 'snack', 'sangat', 'bervariasi', 'tiap', 'hari', 'ganti', 'menu', 'makan', 'siang', 'juga', 'bumbu', 'pada', 'makanan', 'sangat', 'kerasa', 'good', 'for', 'grand', 'mercure']","['meeting', 'hari', 'sini', 'ballroom', 'sangat', 'nyaman', 'dinginnya', 'cukup', 'service', 'cukup', 'tanggap', 'perubahan', 'lay', 'out', 'meeting', 'makanan', 'snack', 'sangat', 'bervariasi', 'tiap', 'hari', 'ganti', 'menu', 'makan', 'siang', 'bumbu', 'makanan', 'sangat', 'kerasa', 'good', 'for', 'grand', 'mercure']"
"['sarapan', 'ready', 'lebih', 'awal', 'mulai', 'jam', 's', 'd', 'wib', 'sangat', 'membantu', 'saat', 'ada', 'agenda', 'workshop', 'di', 'tempat', 'lainnya', 'pelayanan', 'sangat', 'baik', 'terima', 'kasih']","['sarapan', 'ready', 'lebih', 'awal', 'mulai', 'jam', 's', 'd', 'wib', 'sangat', 'membantu', 'agenda', 'workshop', 'tempat', 'lainnya', 'pelayanan', 'sangat', 'baik', 'terima', 'kasih']"
"['pelayanan', 'ramah', 'tempatnya', 'nyaman', 'dan', 'menu', 'sarapannya', 'enak', 'enak', 'dibantu', 'oleh', 'lena']","['pelayanan', 'ramah', 'tempatnya', 'nyaman', 'menu', 'sarapannya', 'enak', 'enak', 'dibantu', 'lena']"
"['sarapannya', 'seperti', 'sebelumnya', 'selalu', 'enak', 'enak', 'ada', 'gym', 'yang', 'alatnya', 'lumayan', 'lengkap', 'tempat', 'strategis']","['sarapannya', 'sebelumnya', 'selalu', 'enak', 'enak', 'gym', 'alatnya', 'lumayan', 'lengkap', 'tempat', 'strategis']"
"['sangat', 'mengecewakan', 'reservasi', 'lwt', 'wa', 'tgl', 'maret', 'untuk', 'bukber', 'tgl', 'maret', 'tanggal', 'maret', 'bela', 'belain', 'datang', 'untuk', 'milih', 'tempat', 'krn', 'kita', 'org', 'staff', 'resto', 'sudah', 'mengkonfirmasi', 'ok', 'bisa', 'akan', 'disetting', 'spt', 'yang', 'kita', 'mau', 'hari', 'h', 'kaget', 'sangat', 'posisi', 'dipindah', 'pojokan', 'belakang', 'sempit', 'dan', 'bad', 'view', 'tanpa', 'konfirmasi', 'sangat', 'tidak', 'profesional']","['sangat', 'mengecewakan', 'reservasi', 'lwt', 'wa', 'tgl', 'maret', 'bukber', 'tgl', 'maret', 'tanggal', 'maret', 'bela', 'belain', 'datang', 'milih', 'tempat', 'krn', 'org', 'staff', 'resto', 'mengkonfirmasi', 'disetting', 'spt', 'mau', 'hari', 'h', 'kaget', 'sangat', 'posisi', 'dipindah', 'pojokan', 'belakang', 'sempit', 'bad', 'view', 'konfirmasi', 'sangat', 'profesional']"
"['pelayanan', 'baik', 'dan', 'hidangan', 'sangat', 'lengkap']","['pelayanan', 'baik', 'hidangan', 'sangat', 'lengkap']"
"['pelayananya', 'bagus', 'nilai', 'a', 'buat', 'traning', 'yang', 'namanya', 'lena', 'veronica']","['pelayananya', 'bagus', 'nilai', 'a', 'buat', 'traning', 'namanya', 'lena', 'veronica']"
"['tempatnya', 'nyaman', 'parkir', 'luas', 'pelayananya', 'juga', 'oke', 'banget', 'pokoknya', 'the', 'best']","['tempatnya', 'nyaman', 'parkir', 'luas', 'pelayananya', 'oke', 'banget', 'pokoknya', 'the', 'best']"
"['kamar', 'sangat', 'bagus', 'makanannya', 'juga', 'mantap', 'rekomendasi', 'banget', 'dah', 'disini']","['kamar', 'sangat', 'bagus', 'makanannya', 'mantap', 'rekomendasi', 'banget', 'dah', 'disini']"
"['makanan', 'pagi', 'ini', 'untuk', 'saladnya', 'sangat', 'enak', 'krengsengan', 'daging', 'sama', 'tahunya', 'juga', 'enak', 'nasi', 'goreng', 'cabai', 'hijaunya', 'sip']","['makanan', 'pagi', 'saladnya', 'sangat', 'enak', 'krengsengan', 'daging', 'sama', 'tahunya', 'enak', 'nasi', 'goreng', 'cabai', 'hijaunya', 'sip']"
"['makanannya', 'ok', 'pelayanannya', 'juga', 'ok', 'dan', 'satset', 'terima', 'kasih']","['makanannya', 'pelayanannya', 'satset', 'terima', 'kasih']"
"['recommended', 'ini', 'hotel', 'tidak', 'diragukan', 'lagi', 'fasilitasnya', 'top', 'banget']","['recommended', 'hotel', 'diragukan', 'fasilitasnya', 'top', 'banget']"
"['receptionist', 'nyaa', 'ramah', 'sangat', 'semalem', 'nginep', 'disinii', 'pengen', 'lagii']","['receptionist', 'nyaa', 'ramah', 'sangat', 'semalem', 'nginep', 'disinii', 'pengen', 'lagii']"
"['kamar', 'sangat', 'panas', 'dan', 'ac', 'yang', 'terasa', 'hanya', 'berupa', 'blower', 'yang', 'sangat', 'kencang', 'tanpa', 'rasa', 'dingin', 'freon', 'entah', 'karena', 'cuaca', 'jogja', 'yang', 'sangat', 'panas', 'karena', 'perubahan', 'suhu', 'atau', 'karena']","['kamar', 'sangat', 'panas', 'ac', 'terasa', 'berupa', 'blower', 'sangat', 'kencang', 'rasa', 'dingin', 'freon', 'entah', 'cuaca', 'jogja', 'sangat', 'panas', 'perubahan', 'suhu']"
"['kamar', 'bersih', 'bagus', 'makanan', 'breakfast', 'juga', 'lumayan', 'enak', 'tetapi', 'fettucine', 'ada', 'yang', 'belum', 'terlalu', 'matang']","['kamar', 'bersih', 'bagus', 'makanan', 'breakfast', 'lumayan', 'enak', 'fettucine', 'terlalu', 'matang']"
"['tempat', 'rekomen', 'untuk', 'keluarga', 'makanan', 'super', 'enak', 'staff', 'ramah', 'terimakasih', 'mbak', 'salma', 'yang', 'sudah', 'banyak', 'membantu', 'selama', 'di', 'sini']","['tempat', 'rekomen', 'keluarga', 'makanan', 'super', 'enak', 'staff', 'ramah', 'terimakasih', 'mbak', 'salma', 'banyak', 'membantu', 'selama', 'sini']"
"['makanan', 'enak', 'pelayanan', 'top', 'pertahankan', 'ya']","['makanan', 'enak', 'pelayanan', 'top', 'pertahankan']"
"['tempatnya', 'nyaman', 'bersih', 'banged', 'makanannya', 'sangat', 'variatif', 'tiap', 'harinya', 'dan', 'enak', 'lo']","['tempatnya', 'nyaman', 'bersih', 'banged', 'makanannya', 'sangat', 'variatif', 'tiap', 'harinya', 'enak', 'lo']"
"['untuk', 'makanannya', 'bagus', 'cocok', 'untuk', 'makan', 'siang', 'saya', 'dari', 'dprd', 'sidoarjo', 'dilayani', 'dengan', 'mbak', 'manis', 'di', 'restaurant', 'sangat', 'ramah', 'dan', 'baik', 'kamarnya', 'juga', 'bagus', 'nyaman', 'poolnya', 'juga', 'sejuk', 'kalau', 'sore']","['makanannya', 'bagus', 'cocok', 'makan', 'siang', 'dprd', 'sidoarjo', 'dilayani', 'mbak', 'manis', 'restaurant', 'sangat', 'ramah', 'baik', 'kamarnya', 'bagus', 'nyaman', 'poolnya', 'sejuk', 'kalau', 'sore']"
"['breakfast', 'enak', 'bervariasi', 'trainee', 'lena', 'ok']","['breakfast', 'enak', 'bervariasi', 'trainee', 'lena']"
"['breakfast', 'menu', 'bervariasi', 'dan', 'enak', 'dmikian', 'juga', 'untuk', 'minuman', 'dan', 'snack']","['breakfast', 'menu', 'bervariasi', 'enak', 'dmikian', 'minuman', 'snack']"
"['makanannya', 'enak', 'semua', 'kamar', 'bersih', 'pelayan', 'ramah', 'dan', 'menyenangkan', 'terima', 'kasih', 'grand', 'mercure', 'yogyakarta']","['makanannya', 'enak', 'semua', 'kamar', 'bersih', 'pelayan', 'ramah', 'menyenangkan', 'terima', 'kasih', 'grand', 'mercure', 'yogyakarta']"
"['pelayanan', 'sangat', 'ramah', 'dan', 'baik', 'di', 'resto', 'waitress', 'an', 'mba', 'nur', 'melayani', 'dengan', 'sangat', 'baik', 'dan', 'full', 'senyum', 'kamar', 'ok', 'dan', 'cek', 'in', 'cepat', 'lokasi', 'strategis']","['pelayanan', 'sangat', 'ramah', 'baik', 'resto', 'waitress', 'an', 'mba', 'nur', 'melayani', 'sangat', 'baik', 'full', 'senyum', 'kamar', 'cek', 'in', 'cepat', 'lokasi', 'strategis']"
"['kondisi', 'kamar', 'bagus', 'untuk', 'kelas', 'suite', 'luas', 'dan', 'nyaman', 'tapi', 'untuk', 'yang', 'kelas', 'dibawahnya', 'agak', 'terlalu', 'banyak', 'furniture', 'jd', 'terkesan', 'sempit']","['kondisi', 'kamar', 'bagus', 'kelas', 'suite', 'luas', 'nyaman', 'kelas', 'dibawahnya', 'terlalu', 'banyak', 'furniture', 'jd', 'terkesan', 'sempit']"
"['nyaman', 'makanan', 'enak', 'pelayanan', 'ramah']","['nyaman', 'makanan', 'enak', 'pelayanan', 'ramah']"
"['kamar', 'nyaman', 'untuk', 'istirahat', 'tapi', 'pencahayaan', 'kurang', 'kalau', 'untuk', 'kerja', 'sarapan', 'oke', 'ada', 'makanan', 'tradisional', 'dan', 'enak']","['kamar', 'nyaman', 'istirahat', 'pencahayaan', 'kurang', 'kalau', 'kerja', 'sarapan', 'oke', 'makanan', 'tradisional', 'enak']"
"['menu', 'makanan', 'untuk', 'buka', 'puasa', 'disini', 'sangat', 'banyakk', 'dan', 'enakkk', 'bangett', 'wajib', 'kesini', 'untuk', 'bukber', 'bareng', 'keluarga', 'dan', 'teman']","['menu', 'makanan', 'buka', 'puasa', 'disini', 'sangat', 'banyakk', 'enakkk', 'bangett', 'wajib', 'kesini', 'bukber', 'bareng', 'keluarga', 'teman']"
"['sarapannya', 'lengkap', 'enak', 'pelayanan', 'sangat', 'baik', 'staff', 'ramah', 'ramah']","['sarapannya', 'lengkap', 'enak', 'pelayanan', 'sangat', 'baik', 'staff', 'ramah', 'ramah']"
"['pelayanan', 'bagus', 'letak', 'hotel', 'yang', 'strategis', 'tentunya', 'sangat', 'nyaman', 'untuk', 'menginap']","['pelayanan', 'bagus', 'letak', 'hotel', 'strategis', 'tentunya', 'sangat', 'nyaman', 'menginap']"
"['semua', 'makanannya', 'enak', 'beragam', 'banyak', 'pilihan', 'pelayanan', 'ramah', 'fasilitas', 'oke', 'bangetttt']","['semua', 'makanannya', 'enak', 'beragam', 'banyak', 'pilihan', 'pelayanan', 'ramah', 'fasilitas', 'oke', 'bangetttt']"
"['saya', 'menginap', 'untuk', 'yang', 'ke', 'sekian', 'kalinya', 'di', 'grand', 'mercure', 'yogyakarta', 'walaupun', 'hotel', 'sudah', 'lama', 'tetapi', 'maintenance', 'terjaga', 'area', 'di', 'lt', 'membuat', 'segar', 'breakfast', 'juga', 'enak', 'dan', 'beragam', 'cara', 'penyajian', 'yang', 'unik', 'menambah', 'poin', 'hotel', 'terima']","['menginap', 'sekian', 'kalinya', 'grand', 'mercure', 'yogyakarta', 'walaupun', 'hotel', 'lama', 'maintenance', 'terjaga', 'area', 'lt', 'membuat', 'segar', 'breakfast', 'enak', 'beragam', 'cara', 'penyajian', 'unik', 'menambah', 'poin', 'hotel', 'terima']"
"['menginap', 'di', 'hotel', 'gm', 'cukup', 'menyenangkan', 'kamarnya', 'bersih', 'lokasi', 'strategis', 'di', 'pusat', 'kota', 'dan', 'breakfast', 'bervariasi']","['menginap', 'hotel', 'gm', 'cukup', 'menyenangkan', 'kamarnya', 'bersih', 'lokasi', 'strategis', 'pusat', 'kota', 'breakfast', 'bervariasi']"
"['untuk', 'sarapan', 'menu', 'beragam', 'dan', 'bersih', 'saya', 'di', 'bantu', 'dan', 'di', 'arahkan', 'dengan', 'thania', 'dan', 'di', 'layani', 'dengan', 'baik', 'terimakasih']","['sarapan', 'menu', 'beragam', 'bersih', 'bantu', 'arahkan', 'thania', 'layani', 'baik', 'terimakasih']"
"['hotelnya', 'bersih', 'kamar', 'mantap', 'sarapan', 'komplit']","['hotelnya', 'bersih', 'kamar', 'mantap', 'sarapan', 'komplit']"
"['makanannya', 'enak', 'enak', 'dijamin', 'tidak', 'nyesel', 'pergi', 'ke', 'restoran', 'ini']","['makanannya', 'enak', 'enak', 'dijamin', 'nyesel', 'pergi', 'restoran']"
"['hotelnya', 'sangat', 'nyaman', 'pelayanan', 'juga', 'ramah', 'sekali', 'kamar', 'sangat', 'bersih', 'dan', 'terawat', 'untuk', 'makanan', 'enak', 'pokoknya', 'best', 'bngt', 'ini', 'hotell', 'udah', 'jadi', 'langganan', 'kalau', 'ke', 'jogja']","['hotelnya', 'sangat', 'nyaman', 'pelayanan', 'ramah', 'sekali', 'kamar', 'sangat', 'bersih', 'terawat', 'makanan', 'enak', 'pokoknya', 'best', 'bngt', 'hotell', 'udah', 'jadi', 'langganan', 'kalau', 'jogja']"
"['rasa', 'masakan', 'di', 'restoran', 'kurang', 'enak', 'semua', 'dan', 'kartu', 'akses', 'hanya', 'di', 'berikan', 'saja', 'dari', 'hotel', 'dan', 'untuk', 'pelayanan', 'cukup', 'bagus']","['rasa', 'masakan', 'restoran', 'kurang', 'enak', 'semua', 'kartu', 'akses', 'berikan', 'hotel', 'pelayanan', 'cukup', 'bagus']"
"['kamarnya', 'nyaman', 'apalagi', 'yang', 'view', 'hadap', 'ke', 'kolam', 'renang', 'pelayannya', 'ramah', 'dan', 'sangat', 'membantu', 'untuk', 'minusnya', 'kalau', 'dari', 'kamar', 'telpon', 'ke', 'resepsionis', 'lamaaa', 'banget', 'angkat', 'tlp', 'seharusnya', 'cepat', 'dan', 'minus', 'di', 'makanannya', 'menurut', 'aku', 'untuk', 'hotel', 'ternama', 'sarapannya', 'kurang', 'rasa']","['kamarnya', 'nyaman', 'view', 'hadap', 'kolam', 'renang', 'pelayannya', 'ramah', 'sangat', 'membantu', 'minusnya', 'kalau', 'kamar', 'telpon', 'resepsionis', 'lamaaa', 'banget', 'angkat', 'tlp', 'cepat', 'minus', 'makanannya', 'aku', 'hotel', 'ternama', 'sarapannya', 'kurang', 'rasa']"
"['hallo', 'semuanya', 'ini', 'review', 'perdana', 'ku', 'di', 'hotel', 'grand', 'mercure', 'yogyakarta', 'dalam', 'rangka', 'memenuhi', 'undangan']","['hallo', 'semuanya', 'review', 'perdana', 'ku', 'hotel', 'grand', 'mercure', 'yogyakarta', 'rangka', 'memenuhi', 'undangan']"
"['service', 'excellent', 'menu', 'iftar', 'ada', 'beberpa', 'menu', 'yang', 'baiknya', 'disesuaikan', 'untuk', 'taste', 'dan', 'kematangan', 'tempat', 'nyaman', 'dan', 'comfort', 'penyesuaian', 'lampu', 'agar', 'lebih', 'nyaman', 'saat', 'berbuka', 'selanjutnya', 'ramah', 'senyum', 'pegawai', 'menjadi', 'poin', 'terbaik']","['service', 'excellent', 'menu', 'iftar', 'beberpa', 'menu', 'baiknya', 'disesuaikan', 'taste', 'kematangan', 'tempat', 'nyaman', 'comfort', 'penyesuaian', 'lampu', 'lebih', 'nyaman', 'berbuka', 'selanjutnya', 'ramah', 'senyum', 'pegawai', 'menjadi', 'poin', 'terbaik']"
"['overall', 'makanannya', 'enak', 'bergantian', 'terus', 'mungkin', 'bisa', 'ditambah', 'jenis', 'nasi', 'liwet', 'nasi', 'uduk', 'untuk', 'room', 'lumayan', 'bersih', 'namun', 'di', 'sudut', 'ruangan', 'ada', 'semut', 'yang', 'harus', 'dibersihkan', 'tiap', 'hari']","['overall', 'makanannya', 'enak', 'bergantian', 'terus', 'mungkin', 'ditambah', 'jenis', 'nasi', 'liwet', 'nasi', 'uduk', 'room', 'lumayan', 'bersih', 'sudut', 'ruangan', 'semut', 'dibersihkan', 'tiap', 'hari']"
"['alhamdulillah', 'hotel', 'yang', 'menyenangkan', 'mushola', 'tersedia', 'baik', 'di', 'lobi', 'dan', 'di', 'lokasi', 'ruang', 'pertemuan', 'menunya', 'enak', 'petugasnya', 'ramah', 'dan', 'menyenangkan', 'terima', 'kasih', 'atas', 'pelayanan', 'yang', 'di', 'berikan']","['alhamdulillah', 'hotel', 'menyenangkan', 'mushola', 'tersedia', 'baik', 'lobi', 'lokasi', 'ruang', 'pertemuan', 'menunya', 'enak', 'petugasnya', 'ramah', 'menyenangkan', 'terima', 'kasih', 'atas', 'pelayanan', 'berikan']"
"['terima', 'kasih', 'atas', 'pelayanan', 'yang', 'memuaskan', 'oleh', 'mbak', 'tania', 'gertha', 'semoga', 'bisa', 'menginap', 'lagi', 'di', 'sini']","['terima', 'kasih', 'atas', 'pelayanan', 'memuaskan', 'mbak', 'tania', 'gertha', 'semoga', 'menginap', 'sini']"
