normalized,filtered
"['bersih', 'dan', 'nyaman', 'pelayanan', 'juga', 'ramah', 'dan', 'baik', 'meski', 'ada', 'waiters', 'yang', 'kurang', 'baik', 'respon', 'dan', 'pelayanannya', 'saya', 'minta', 'air', 'panas', 'sewaktu', 'breakfast', 'tapi', 'cuman', 'di', 'iyain', 'saja', 'sampe', 'makanan', 'saya', 'habis', 'akhirnya', 'minta', 'sama', 'waiters', 'yang', 'lain', 'baru', 'di', 'anterin', 'dan', 'akhirnya', 'di', 'sediakan', 'air', 'panas', 'di', 'outlet', 'minuman']","['bersih', 'nyaman', 'pelayanan', 'ramah', 'baik', 'meski', 'waiters', 'kurang', 'baik', 'respon', 'pelayanannya', 'minta', 'air', 'panas', 'sewaktu', 'breakfast', 'cuman', 'iyain', 'sampe', 'makanan', 'habis', 'akhirnya', 'minta', 'sama', 'waiters', 'baru', 'anterin', 'akhirnya', 'sediakan', 'air', 'panas', 'outlet', 'minuman']"
"['sarapan', 'ok', 'mba', 'silvia', 'prlayanannya', 'ok']","['sarapan', 'mba', 'silvia', 'prlayanannya']"
"['layanan', 'bagus', 'makanan', 'enak', 'selera', 'nusantara']","['layanan', 'bagus', 'makanan', 'enak', 'selera', 'nusantara']"
"['room', 'bersih', 'tools', 'lengkap', 'ada', 'setrika', 'dan', 'meja', 'setrika', 'timbangan', 'bb', 'elektrik', 'pantry', 'juga', 'bersih', 'sayang', 'tempat', 'sampah', 'hanya', 'ada', 'di', 'meja', 'teh', 'kopi', 'tidak', 'ada', 'dalam', 'kamar', 'mandi']","['room', 'bersih', 'tools', 'lengkap', 'setrika', 'meja', 'setrika', 'timbangan', 'bb', 'elektrik', 'pantry', 'bersih', 'sayang', 'tempat', 'sampah', 'meja', 'teh', 'kopi', 'kamar', 'mandi']"
"['breakfast', 'lengkap', 'dan', 'sangat', 'enak', 'pelayanan', 'mbak', 'lena', 'juga', 'baik']","['breakfast', 'lengkap', 'sangat', 'enak', 'pelayanan', 'mbak', 'lena', 'baik']"
"['menyenangkan', 'hanya', 'saja', 'ada', 'berisik', 'potong', 'keramik', 'debunya', 'ke', 'kolam', 'kamarnya', 'ac', 'dan', 'tatanannya', 'bagus', 'profesional']","['menyenangkan', 'berisik', 'potong', 'keramik', 'debunya', 'kolam', 'kamarnya', 'ac', 'tatanannya', 'bagus', 'profesional']"
"['kamarnya', 'bagus', 'hotelnya', 'gede', 'sangat', 'fasilitas', 'komplit', 'pelayananya', 'ramah', 'cantik', 'lagi', 'letaknya', 'strategis', 'lain', 'waktu', 'bolehlah', 'sini', 'lagi']","['kamarnya', 'bagus', 'hotelnya', 'gede', 'sangat', 'fasilitas', 'komplit', 'pelayananya', 'ramah', 'cantik', 'letaknya', 'strategis', 'waktu', 'bolehlah', 'sini']"
"['kebersihan', 'kamar', 'dan', 'juga', 'kamar', 'mandi', 'membuat', 'saya', 'merasa', 'betah', 'dan', 'nyaman', 'untuk', 'beristirahat', 'setelah', 'melakukan', 'perjalanan', 'yang', 'cukup', 'panjang', 'di', 'hotel', 'ini', 'para', 'staff', 'juga', 'ramah', 'dalam', 'melayani', 'jadi', 'sangat', 'rekomended', 'untuk', 'teman', 'teman', 'yang', 'sedang', 'mencari', 'hotel']","['kebersihan', 'kamar', 'kamar', 'mandi', 'membuat', 'merasa', 'betah', 'nyaman', 'beristirahat', 'melakukan', 'perjalanan', 'cukup', 'panjang', 'hotel', 'staff', 'ramah', 'melayani', 'jadi', 'sangat', 'rekomended', 'teman', 'teman', 'sedang', 'mencari', 'hotel']"
"['ukuran', 'kamarnya', 'luas', 'dan', 'ada', 'balkonnya', 'kasur', 'empuk', 'dan', 'bersih', 'jd', 'nyaman', 'sangat', 'nginep', 'di', 'hotel', 'ini']","['ukuran', 'kamarnya', 'luas', 'balkonnya', 'kasur', 'empuk', 'bersih', 'jd', 'nyaman', 'sangat', 'nginep', 'hotel']"
"['pelayanan', 'sangat', 'baik', 'kamar', 'ok', 'makanan', 'sarapan', 'baik']","['pelayanan', 'sangat', 'baik', 'kamar', 'makanan', 'sarapan', 'baik']"
"['pelayanan', 'oke', 'dapet', 'upgrade', 'kamar', 'pula', 'tempat', 'strategis', 'dan', 'overall', 'recommended']","['pelayanan', 'oke', 'dapet', 'upgrade', 'kamar', 'tempat', 'strategis', 'overall', 'recommended']"
"['untuk', 'hotelnya', 'ok', 'dan', 'nyaman', 'bersih', 'dengan', 'pelayanan', 'bagus', 'dan', 'sangat', 'memuaskan', 'untuk', 'menu', 'sarapan', 'lumayan', 'enak', 'dan', 'banyak', 'over', 'all', 'memuaskan']","['hotelnya', 'nyaman', 'bersih', 'pelayanan', 'bagus', 'sangat', 'memuaskan', 'menu', 'sarapan', 'lumayan', 'enak', 'banyak', 'over', 'all', 'memuaskan']"
"['overall', 'bagus', 'seperti', 'mercure', 'lainnya', 'cuma', 'kalo', 'di', 'lantai', 'paling', 'atas', 'alias', 'top', 'floor', 'itu', 'suara', 'chiller', 'lumayan', 'terdengar', 'di', 'beberapa', 'kamar', 'seperti', 'suara', 'vacuum', 'selebihnya', 'oke', 'pelayanan', 'ramah', 'lokasi', 'strategis']","['overall', 'bagus', 'mercure', 'lainnya', 'cuma', 'kalo', 'lantai', 'paling', 'atas', 'alias', 'top', 'floor', 'suara', 'chiller', 'lumayan', 'terdengar', 'beberapa', 'kamar', 'suara', 'vacuum', 'selebihnya', 'oke', 'pelayanan', 'ramah', 'lokasi', 'strategis']"
"['kedua', 'kalinya', 'menginap', 'hotel', 'grand', 'mercure', 'yogyakarta', 'adisucipto', 'dengan', 'sangat', 'nyaman', 'kamar', 'sangat', 'bersih', 'dan', 'rapih', 'untuk', 'restonya', 'menyedikan', 'banyak', 'pilihan', 'makanan', 'dan', 'semuanya', 'enak']","['kedua', 'kalinya', 'menginap', 'hotel', 'grand', 'mercure', 'yogyakarta', 'adisucipto', 'sangat', 'nyaman', 'kamar', 'sangat', 'bersih', 'rapih', 'restonya', 'menyedikan', 'banyak', 'pilihan', 'makanan', 'semuanya', 'enak']"
"['bagus', 'tempat', 'tapi', 'sangat', 'disayangkan', 'restoran', 'nyadi', 'lantai', 'biasanya', 'yang', 'lain', 'di', 'lt', 'atau', 'lobby', 'tapi', 'tidak', 'mengecewakan', 'makanannya']","['bagus', 'tempat', 'sangat', 'disayangkan', 'restoran', 'nyadi', 'lantai', 'biasanya', 'lt', 'lobby', 'mengecewakan', 'makanannya']"
"['kamarnya', 'sangat', 'nyamann', 'pelayan', 'dan', 'bagian', 'reservasi', 'cepat', 'serta', 'efisien', 'senengg', 'dan', 'rekomendasi', 'banget', 'pokoknya', 'untuk', 'jadi', 'pilihan', 'menginap', 'saat', 'berkunjung', 'ke', 'jogja']","['kamarnya', 'sangat', 'nyamann', 'pelayan', 'bagian', 'reservasi', 'cepat', 'efisien', 'senengg', 'rekomendasi', 'banget', 'pokoknya', 'jadi', 'pilihan', 'menginap', 'berkunjung', 'jogja']"
"['untuk', 'sarapannya', 'sangat', 'enak', 'dibantu', 'oleh', 'lena']","['sarapannya', 'sangat', 'enak', 'dibantu', 'lena']"
"['untuk', 'restoran', 'menu', 'sangat', 'lengkap', 'dan', 'bersih', 'staf', 'ramah', 'saya', 'sambut', 'dengan', 'mbak', 'thania', 'terimakasih']","['restoran', 'menu', 'sangat', 'lengkap', 'bersih', 'staf', 'ramah', 'sambut', 'mbak', 'thania', 'terimakasih']"
"['hotel', 'bersih', 'dan', 'makanannya', 'lumayan', 'bervariasi', 'enak', 'enak', 'kalau', 'bisa', 'ditambahkan', 'fasilitas', 'minimarket', 'agar', 'para', 'pelanggan', 'diberikan', 'kemudahan', 'jika', 'ada', 'keperluan', 'mendadak', 'misal', 'obat', 'an', 'pembalut', 'wanita', 'dll', 'sukses', 'selalu', 'grand', 'mercure', 'hotel']","['hotel', 'bersih', 'makanannya', 'lumayan', 'bervariasi', 'enak', 'enak', 'kalau', 'ditambahkan', 'fasilitas', 'minimarket', 'pelanggan', 'diberikan', 'kemudahan', 'keperluan', 'mendadak', 'misal', 'obat', 'an', 'pembalut', 'wanita', 'sukses', 'selalu', 'grand', 'mercure', 'hotel']"
"['update', 'sudah', 'ada', 'improvement', 'makanan', 'ok', 'kamar', 'ok']","['update', 'improvement', 'makanan', 'kamar']"
"['sarapannya', 'oke', 'kamarnya', 'juga', 'bagus', 'servicenya', 'oke', 'recommended']","['sarapannya', 'oke', 'kamarnya', 'bagus', 'servicenya', 'oke', 'recommended']"
"['makanannya', 'enak', 'cocok', 'mantap', 'pelayanannya', 'juga', 'ramah']","['makanannya', 'enak', 'cocok', 'mantap', 'pelayanannya', 'ramah']"
"['sarapan', 'enak', 'dan', 'banyak', 'varian', 'pelayanan', 'staf', 'sangat', 'ramah', 'khusus', 'mba', 'salma', 'terima', 'kasih']","['sarapan', 'enak', 'banyak', 'varian', 'pelayanan', 'staf', 'sangat', 'ramah', 'khusus', 'mba', 'salma', 'terima', 'kasih']"
"['breakfast', 'enak', 'dilayani', 'dengan', 'baik', 'oleh', 'mbak', 'silvia']","['breakfast', 'enak', 'dilayani', 'baik', 'mbak', 'silvia']"
"['untuk', 'makanannya', 'sangat', 'bervariasiii', 'mulai', 'dari', 'makanan', 'berattt', 'sampai', 'dessertt', 'adaaa', 'dann', 'enakk', 'jugaa', 'makanannya']","['makanannya', 'sangat', 'bervariasiii', 'mulai', 'makanan', 'berattt', 'dessertt', 'adaaa', 'dann', 'enakk', 'jugaa', 'makanannya']"
"['hotel', 'yang', 'sangatt', 'bagus', 'pelayanannya', 'ramah', 'terutama', 'untuk', 'staff', 'sangatt', 'bagus', 'sekalii', 'the', 'best', 'lahh', 'pokoknya']","['hotel', 'sangatt', 'bagus', 'pelayanannya', 'ramah', 'terutama', 'staff', 'sangatt', 'bagus', 'sekalii', 'the', 'best', 'lahh', 'pokoknya']"
"['belum', 'terbiasa', 'men', 'service', 'tamu', 'dengan', 'jumlah', 'banyak', 'perlu', 'ditingkatkan', 'lagi', 'soal', 'ini']","['terbiasa', 'men', 'service', 'tamu', 'jumlah', 'banyak', 'perlu', 'ditingkatkan', 'soal']"
"['hotel', 'ternyaman', 'fasilitas', 'lengkap', 'kamar', 'nyaman', 'makanannya', 'juga', 'enak', 'ditambah', 'pelayanan', 'yang', 'profesional', 'next', 'time', 'kalau', 'kejogja', 'nginep', 'disini', 'lagi', 'pastii', 'cocok', 'buat', 'yang', 'liburan', 'bareng', 'keluarga']","['hotel', 'ternyaman', 'fasilitas', 'lengkap', 'kamar', 'nyaman', 'makanannya', 'enak', 'ditambah', 'pelayanan', 'profesional', 'next', 'time', 'kalau', 'kejogja', 'nginep', 'disini', 'pastii', 'cocok', 'buat', 'liburan', 'bareng', 'keluarga']"
"['long', 'weekend', 'kmrin', 'kejogja', 'sma', 'keluarga', 'late', 'co', 'dihotel', 'karna', 'kami', 'keprambanan', 'dlu', 'bgtu', 'smpe', 'hotel', 'agak', 'kerepotan', 'krna', 'koper', 'bnyak', 'tapi', 'staff', 'sigap', 'langsung', 'bantuain', 'pdhal', 'lobby', 'ramai', 'org', 'karna', 'mmg', 'musim', 'liburan', 'kali', 'ya', 'kami', 'dpt', 'kamar']","['long', 'weekend', 'kmrin', 'kejogja', 'sma', 'keluarga', 'late', 'co', 'dihotel', 'karna', 'keprambanan', 'dlu', 'bgtu', 'smpe', 'hotel', 'kerepotan', 'krna', 'koper', 'bnyak', 'staff', 'sigap', 'langsung', 'bantuain', 'pdhal', 'lobby', 'ramai', 'org', 'karna', 'mmg', 'musim', 'liburan', 'kali', 'dpt', 'kamar']"
"['pertama', 'kali', 'iftar', 'disini', 'menunya', 'bervariasi', 'dan', 'enak', 'pelayanan', 'servicenya', 'good', 'paling', 'suka', 'viewnya', 'cakep', 'poll', 'bikin', 'kumpul', 'makin', 'berkesan']","['pertama', 'kali', 'iftar', 'disini', 'menunya', 'bervariasi', 'enak', 'pelayanan', 'servicenya', 'good', 'paling', 'suka', 'viewnya', 'cakep', 'poll', 'bikin', 'kumpul', 'makin', 'berkesan']"
"['menu', 'sarapannya', 'enakkkkkk', 'dibantu', 'pelayanan', 'oleh', 'kak', 'lena']","['menu', 'sarapannya', 'enakkkkkk', 'dibantu', 'pelayanan', 'kak', 'lena']"
"['menu', 'makanan', 'sudah', 'cukup', 'berfariasi', 'dan', 'rasa', 'sudah', 'cukup', 'nyaman', 'tempat', 'juga', 'cukup', 'memadai', 'dibantu', 'oleh', 'training', 'atas', 'nama', 'lena']","['menu', 'makanan', 'cukup', 'berfariasi', 'rasa', 'cukup', 'nyaman', 'tempat', 'cukup', 'memadai', 'dibantu', 'training', 'atas', 'nama', 'lena']"
"['salad', 'enak', 'bubur', 'ayam', 'enak']","['salad', 'enak', 'bubur', 'ayam', 'enak']"
"['nyaman', 'dan', 'menu', 'resto', 'enak']","['nyaman', 'menu', 'resto', 'enak']"
"['pelayanan', 'sangat', 'bagus']","['pelayanan', 'sangat', 'bagus']"
"['kamar', 'bersih', 'pelayanan', 'ramah', 'dan', 'menu', 'breakfast', 'banyak', 'dan', 'enak', 'top', 'sangat']","['kamar', 'bersih', 'pelayanan', 'ramah', 'menu', 'breakfast', 'banyak', 'enak', 'top', 'sangat']"
"['varian', 'makanan', 'banyak', 'dan', 'lengkap', 'rasanya', 'enak', 'untuk', 'pelayanan', 'sangat', 'baik', 'dan', 'juga', 'ramah']","['varian', 'makanan', 'banyak', 'lengkap', 'rasanya', 'enak', 'pelayanan', 'sangat', 'baik', 'ramah']"
"['namanya', 'grand', 'mercure', 'tapi', 'pelayanan', 'dan', 'roomnya', 'tidak', 'kayak', 'bintang', 'beda', 'sangat', 'sama', 'grand', 'mercure', 'di', 'kota', 'kota', 'lain', 'bahkan', 'sama', 'mercure', 'hotel', 'saja', 'kalah', 'jauh', 'airnya', 'cleo', 'handuknya', 'sudah', 'abu', 'abu', 'setrikaan', 'harus', 'minta', 'barang', 'di', 'bathroom', 'banyak', 'yang', 'berkerak', 'tisue', 'ruangan', 'bau', 'kecoa', 'bantalnya', 'dan', 'spreinya', 'bau', 'minyak', 'gosok']","['namanya', 'grand', 'mercure', 'pelayanan', 'roomnya', 'kayak', 'bintang', 'beda', 'sangat', 'sama', 'grand', 'mercure', 'kota', 'kota', 'bahkan', 'sama', 'mercure', 'hotel', 'kalah', 'jauh', 'airnya', 'cleo', 'handuknya', 'abu', 'abu', 'setrikaan', 'minta', 'barang', 'bathroom', 'banyak', 'berkerak', 'tisue', 'ruangan', 'bau', 'kecoa', 'bantalnya', 'spreinya', 'bau', 'minyak', 'gosok']"
"['rasa', 'sarapan', 'di', 'hotel', 'grand', 'marcure', 'pagi', 'ini', 'luar', 'biasa', 'mb', 'lena', 'melayani', 'kami', 'dengan', 'baik', 'sekali']","['rasa', 'sarapan', 'hotel', 'grand', 'marcure', 'pagi', 'luar', 'biasa', 'mb', 'lena', 'melayani', 'baik', 'sekali']"
"['pengalaman', 'menyenangkan', 'makan', 'pagi', 'di', 'sini', 'dilayani', 'mb', 'silkia', 'best', 'pelayanannya']","['pengalaman', 'menyenangkan', 'makan', 'pagi', 'sini', 'dilayani', 'mb', 'silkia', 'best', 'pelayanannya']"
"['thank', 'you', 'sudah', 'memberikan', 'pelayanan', 'yang', 'baik', 'kalau', 'kamar', 'jangan', 'di', 'tanya', 'lagi', 'kualitasnya', 'strategi', 'ke', 'tempat', 'wisata', 'sangat', 'strategis', 'aman', 'nyaman', 'dan', 'enak']","['thank', 'you', 'memberikan', 'pelayanan', 'baik', 'kalau', 'kamar', 'jangan', 'tanya', 'kualitasnya', 'strategi', 'tempat', 'wisata', 'sangat', 'strategis', 'aman', 'nyaman', 'enak']"
"['cukup', 'menyenangkan', 'untuk', 'sarapan', 'standar', 'menunya', 'cukup', 'variatif', 'staffnya', 'baik', 'dan', 'ramah', 'anak']","['cukup', 'menyenangkan', 'sarapan', 'standar', 'menunya', 'cukup', 'variatif', 'staffnya', 'baik', 'ramah', 'anak']"
"['lokasi', 'pusat', 'kota', 'dan', 'pelayanan', 'yang', 'sangat', 'ramah', 'terutama', 'di', 'restonya', 'makanannya', 'tidak', 'ada', 'yang', 'failed', 'menurut', 'saya']","['lokasi', 'pusat', 'kota', 'pelayanan', 'sangat', 'ramah', 'terutama', 'restonya', 'makanannya', 'failed']"
"['hotel', 'bintang', 'yang', 'worth', 'it', 'bangett', 'aku', 'sangat', 'merekomendasikan', 'hotel', 'ini', 'mau', 'buat', 'liburan', 'bareng', 'keluarga', 'temen', 'kantor', 'atau', 'apapun', 'ituuu', 'kamarnya', 'bersihh', 'luasss', 'pelayanannya', 'jempolll', 'bangett', 'makanannya', 'juga', 'enak', 'enakkk', 'recommended']","['hotel', 'bintang', 'worth', 'it', 'bangett', 'aku', 'sangat', 'merekomendasikan', 'hotel', 'mau', 'buat', 'liburan', 'bareng', 'keluarga', 'temen', 'kantor', 'apapun', 'ituuu', 'kamarnya', 'bersihh', 'luasss', 'pelayanannya', 'jempolll', 'bangett', 'makanannya', 'enak', 'enakkk', 'recommended']"
"['kamarnya', 'bagus', 'pelayanannya', 'bagus', 'stafnya', 'ramah', 'dan', 'makananya', 'enak', 'bervariasi']","['kamarnya', 'bagus', 'pelayanannya', 'bagus', 'stafnya', 'ramah', 'makananya', 'enak', 'bervariasi']"
"['kamar', 'bersih', 'pelayanan', 'saat', 'check', 'in', 'cepat', 'room', 'service', 'memuaskan', 'menu', 'sarapan', 'bervariasi', 'rasanya', 'enak', 'dan', 'lokasi', 'strategis']","['kamar', 'bersih', 'pelayanan', 'check', 'in', 'cepat', 'room', 'service', 'memuaskan', 'menu', 'sarapan', 'bervariasi', 'rasanya', 'enak', 'lokasi', 'strategis']"
"['pelayanan', 'oke', 'makanan', 'enak', 'beberapa', 'kali', 'bukber', 'di', 'hotel', 'jogja', 'menurut', 'ku', 'ini', 'rasanya', 'palingg', 'worth', 'it', 'sukakk']","['pelayanan', 'oke', 'makanan', 'enak', 'beberapa', 'kali', 'bukber', 'hotel', 'jogja', 'ku', 'rasanya', 'palingg', 'worth', 'it', 'sukakk']"
"['kamarnya', 'ok', 'bersih', 'dan', 'nyaman', 'karyawan', 'ramah', 'dan', 'sopan', 'setiap', 'ketemu', 'tamu', 'selalu', 'memberikan', 'salam', 'dan', 'senyum', 'sarapannya', 'variatif', 'dan', 'enak', 'enak', 'semua', 'kapan', 'kapan', 'kembali', 'lagi', 'ke', 'sini', 'bersama', 'keluarga', 'semoga', 'bisa', 'dapat', 'price', 'yang', 'bagus', 'buat', 'saya', 'dan', 'keluarga']","['kamarnya', 'bersih', 'nyaman', 'karyawan', 'ramah', 'sopan', 'ketemu', 'tamu', 'selalu', 'memberikan', 'salam', 'senyum', 'sarapannya', 'variatif', 'enak', 'enak', 'semua', 'kapan', 'kapan', 'sini', 'bersama', 'keluarga', 'semoga', 'price', 'bagus', 'buat', 'keluarga']"
"['overall', 'untuk', 'pelayanan', 'hotel', 'sudah', 'oke', 'mulai', 'dr', 'welcome', 'drink', 'hingga', 'layanan', 'di', 'ballroom', 'dan', 'resto']","['overall', 'pelayanan', 'hotel', 'oke', 'mulai', 'dr', 'welcome', 'drink', 'hingga', 'layanan', 'ballroom', 'resto']"
"['sangat', 'puas', 'dari', 'saat', 'check', 'in', 'hingga', 'check', 'out', 'semuanya', 'sangat', 'memuaskan', 'saya', 'menginap', 'selama', 'malam', 'dan', 'diberikan', 'upgrade', 'kamar', 'ke', 'executive', 'room', 'karena', 'saya', 'member', 'platinum', 'sarapan', 'juga', 'menyenangkan', 'tempat', 'duduk', 'sudah', 'direservasi']","['sangat', 'puas', 'check', 'in', 'hingga', 'check', 'out', 'semuanya', 'sangat', 'memuaskan', 'menginap', 'selama', 'malam', 'diberikan', 'upgrade', 'kamar', 'executive', 'room', 'member', 'platinum', 'sarapan', 'menyenangkan', 'tempat', 'duduk', 'direservasi']"
"['luar', 'biasa', 'bisa', 'menikmati', 'sarapan', 'dengan', 'suana', 'tenang', 'dan', 'pikiran', 'jernih', 'makanan', 'sesuai', 'selera', 'lidah', 'orang', 'indonesia']","['luar', 'biasa', 'menikmati', 'sarapan', 'suana', 'tenang', 'pikiran', 'jernih', 'makanan', 'sesuai', 'selera', 'lidah', 'orang', 'indonesia']"
"['lokasi', 'hotel', 'strategis', 'dan', 'mudah', 'dijangkau', 'dekat', 'dengan', 'bandara', 'adi', 'sucipto', 'hotel', 'yang', 'bagus', 'dengan', 'pelayanan', 'terbaik', 'bernuansa', 'candi', 'borobudur', 'kamar', 'yang', 'nyaman', 'untuk', 'beristirahat', 'ada', 'ruang', 'pertemuan', 'yang', 'besar', 'dengan', 'berbagai']","['lokasi', 'hotel', 'strategis', 'mudah', 'dijangkau', 'dekat', 'bandara', 'adi', 'sucipto', 'hotel', 'bagus', 'pelayanan', 'terbaik', 'bernuansa', 'candi', 'borobudur', 'kamar', 'nyaman', 'beristirahat', 'ruang', 'pertemuan', 'besar', 'berbagai']"
"['pelayanan', 'baik', 'dan', 'ramah', 'untuk', 'menu', 'restoran', 'bintang']","['pelayanan', 'baik', 'ramah', 'menu', 'restoran', 'bintang']"
"['kamar', 'sangat', 'bersih', 'dan', 'sarapan', 'lengkap', 'dan', 'juga', 'enak']","['kamar', 'sangat', 'bersih', 'sarapan', 'lengkap', 'enak']"
"['pertama', 'kali', 'menginap', 'disini', 'pelayanan', 'dan', 'fasilitas', 'hotel', 'sangat', 'excellent', 'semua', 'staff', 'ramah', 'hotel', 'bersih', 'sangat', 'nyaman']","['pertama', 'kali', 'menginap', 'disini', 'pelayanan', 'fasilitas', 'hotel', 'sangat', 'excellent', 'semua', 'staff', 'ramah', 'hotel', 'bersih', 'sangat', 'nyaman']"
"['hotel', 'ini', 'sangat', 'direkomendasikan', 'jika', 'anda', 'mencari', 'kombinasi', 'lokasi', 'strategis', 'sabun', 'ala', 'budaya', 'lokal', 'pelayanan', 'hangat', 'dan', 'fasilitas', 'lengkap', 'ideal', 'untuk', 'staycation', 'keluarga', 'maupun', 'acara', 'bisnis', 'pilih', 'kamar', 'di', 'lantai', 'tinggi', 'dan', 'jauh']","['hotel', 'sangat', 'direkomendasikan', 'mencari', 'kombinasi', 'lokasi', 'strategis', 'sabun', 'ala', 'budaya', 'lokal', 'pelayanan', 'hangat', 'fasilitas', 'lengkap', 'ideal', 'staycation', 'keluarga', 'maupun', 'acara', 'bisnis', 'pilih', 'kamar', 'lantai', 'tinggi', 'jauh']"
"['sangat', 'ramah', 'pelayannya', 'sarapan', 'pagi', 'menu', 'sangat', 'komplit', 'lezat', 'semua', 'menunya']","['sangat', 'ramah', 'pelayannya', 'sarapan', 'pagi', 'menu', 'sangat', 'komplit', 'lezat', 'semua', 'menunya']"
"['untuk', 'pelayanananya', 'sangat', 'memuaskan', 'dan', 'makanannya', 'sangat', 'mantap', 'dan', 'enak', 'sekali']","['pelayanananya', 'sangat', 'memuaskan', 'makanannya', 'sangat', 'mantap', 'enak', 'sekali']"
"['pelayanannya', 'oke', 'bangett', 'kamarnya', 'nyaman', 'the', 'best']","['pelayanannya', 'oke', 'bangett', 'kamarnya', 'nyaman', 'the', 'best']"
"['kamar', 'enak', 'bersih', 'pelayanan', 'ok', 'banget']","['kamar', 'enak', 'bersih', 'pelayanan', 'banget']"
"['fasilitas', 'bagus', 'cuma', 'pakai', 'wifi', 'di', 'room', 'meeting', 'menggunakan', 'laptop', 'internet', 'lemot', 'padahal', 'sinyal', 'bagus']","['fasilitas', 'bagus', 'cuma', 'pakai', 'wifi', 'room', 'meeting', 'menggunakan', 'laptop', 'internet', 'lemot', 'padahal', 'sinyal', 'bagus']"
"['breakfast', 'cocok', 'sekali', 'enak', 'dan', 'lengkap', 'servisnya', 'oke', 'dibantu', 'mba', 'lena', 'terbaik']","['breakfast', 'cocok', 'sekali', 'enak', 'lengkap', 'servisnya', 'oke', 'dibantu', 'mba', 'lena', 'terbaik']"
"['kamar', 'nyaman', 'staff', 'ramah', 'lokasi', 'strategis']","['kamar', 'nyaman', 'staff', 'ramah', 'lokasi', 'strategis']"
"['sudah', 'kali', 'menginap', 'disini', 'dua', 'acara', 'kantor', 'jadi', 'belum', 'sempat', 'explore', 'dan', 'menikmati', 'fasilitas', 'hotel', 'cuma', 'bolak', 'balik', 'kamar', 'ke', 'meeting', 'room', 'makanan', 'lumayan', 'bervariasi', 'dan', 'relatif', 'oke', 'lokasi', 'juga', 'strategis', 'sebelahan', 'dengan', 'lippo', 'mall', 'dan', 'ngga', 'jauh', 'dari', 'ambarukmo', 'plaza', 'serta', 'bioskop', 'xxi']","['kali', 'menginap', 'disini', 'acara', 'kantor', 'jadi', 'sempat', 'explore', 'menikmati', 'fasilitas', 'hotel', 'cuma', 'bolak', 'balik', 'kamar', 'meeting', 'room', 'makanan', 'lumayan', 'bervariasi', 'relatif', 'oke', 'lokasi', 'strategis', 'sebelahan', 'lippo', 'mall', 'ngga', 'jauh', 'ambarukmo', 'plaza', 'bioskop', 'xxi']"
"['for', 'all', 'pelayanannya', 'bagus', 'sekali', 'kamar', 'oke', 'dan', 'breakfast', 'enak', 'lengkap', 'terima', 'kasih', 'untuk', 'mba', 'lena', 'untuk', 'service', 'excellent', 'sewaktu', 'di', 'resto']","['for', 'all', 'pelayanannya', 'bagus', 'sekali', 'kamar', 'oke', 'breakfast', 'enak', 'lengkap', 'terima', 'kasih', 'mba', 'lena', 'service', 'excellent', 'sewaktu', 'resto']"
"['overall', 'oke', 'nyaman', 'dan', 'sarapannya', 'enak']","['overall', 'oke', 'nyaman', 'sarapannya', 'enak']"
"['pelayanan', 'baik', 'menu', 'sarapan', 'kurang', 'bervariasi', 'lokasi', 'strategis', 'hanya', 'jalan', 'didepan', 'hotel', 'sering', 'macet']","['pelayanan', 'baik', 'menu', 'sarapan', 'kurang', 'bervariasi', 'lokasi', 'strategis', 'jalan', 'didepan', 'hotel', 'sering', 'macet']"
"['breakfastnya', 'enak', 'banget', 'pelayananya', 'ramah', 'banget', 'sm', 'mb', 'lena']","['breakfastnya', 'enak', 'banget', 'pelayananya', 'ramah', 'banget', 'sm', 'mb', 'lena']"
"['makanan', 'enak', 'dan', 'banyak', 'variasi', 'dan', 'untuk', 'pelayanan', 'memuaskan', 'ramah', 'serta', 'sopan']","['makanan', 'enak', 'banyak', 'variasi', 'pelayanan', 'memuaskan', 'ramah', 'sopan']"
"['hotel', 'dengan', 'fasilitas', 'lengkap', 'dan', 'pelayanan', 'ramah', 'dari', 'para', 'staffnya', 'rekomendasi', 'topp', 'bagi', 'yang', 'cari', 'hotel', 'di', 'jogja']","['hotel', 'fasilitas', 'lengkap', 'pelayanan', 'ramah', 'staffnya', 'rekomendasi', 'topp', 'cari', 'hotel', 'jogja']"
"['kamarnya', 'nyaman', 'akses', 'ke', 'jogja', 'dekat', 'semua']","['kamarnya', 'nyaman', 'akses', 'jogja', 'dekat', 'semua']"
"['senang', 'sekali', 'disini', 'karena', 'layanan', 'memuaskan', 'ramah', 'dan', 'profesional', 'makanannya', 'enak']","['senang', 'sekali', 'disini', 'layanan', 'memuaskan', 'ramah', 'profesional', 'makanannya', 'enak']"
"['salma', 'sbg', 'pelayan', 'sangat', 'bahus', 'dlm', 'melayani', 'kita', 'kamar', 'tempat', 'makan', 'sangat', 'tepresentatif', 'saya', 'dah', 'kali']","['salma', 'sbg', 'pelayan', 'sangat', 'bahus', 'dlm', 'melayani', 'kamar', 'tempat', 'makan', 'sangat', 'tepresentatif', 'dah', 'kali']"
